"","CVE_AGEB","CVEGEO","CVE_ENT","CVE_MUN","CVE_LOC","POB_2010","IND1","IND2","IND3","IND4","IND5","IND6","IND7","IND8","IND9","IND10","CVE_SUN","NOM_SUN","IMU2010","GMU2010","LUGAR_EDO","LUGAR_NAC","total_n","localGvalues","localGvalues.est.num","KNN","dist_num.sy","time_mins.sy","dist_num.otay","time_mins.otay","dist_num.west","time_mins.west","dist_num.east","time_mins.east","dist_num","time_mins","X","establecimientos.num","x","y"
"1","2062","1900600012062","19","006","0001","232",0,15.7480314962058,14.7826086957217,0.909090909284857,0,0,0,3.57142857142857,60.7142857142857,3.57142857142857,31,"Monterrey",-0.835218906985946,"Low","1026","34187",0,-0.137,-0.137,"c(32616, 32617, 32618, 32620, 32622, 32626, 32627, 32684, 32691, 32705, 32706, 32717, 32749, 32766, 32767, 32768, 32771, 32782, 32796, 33324, 33325)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2209,3,-100.25319755,25.8046126
"2","1717","1900600011717","19","006","0001","1634",1.67130919221839,18.1525241673532,18.2879377433982,1.43790849648801,0.25839793262497,0,0.518134714785482,2.57731958778832,37.6288659794694,0.515463917344322,31,"Monterrey",-0.95709108350461,"Low","1198","36572",0,-0.137,-0.137,"c(32616, 32617, 32618, 32619, 32620, 32622, 32626, 32686, 32691, 32706, 32716, 32717, 32749, 32770, 32782, 32797, 32820, 33259, 33323, 33324, 33325)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1857,9,-100.25529681,25.81710133
"3","1115","1900600011115","19","006","0001","1767",0.688073394240968,19.9484092864142,14.5631067962097,1.55279503093995,0,0,0,1.23456790108971,37.037037036958,0.987654321191778,31,"Monterrey",-1.01142999039088,"Very low","1316","37652",0,-0.137,-0.137,"c(32616, 32617, 32618, 32619, 32620, 32622, 32626, 32686, 32691, 32706, 32716, 32717, 32749, 32766, 32770, 32771, 32782, 32796, 33259, 33324, 33325)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1209,9,-100.25396701,25.80953751
"4","2058","1900600012058","19","006","0001","1558",1.22324159035434,16.276595744522,18.4434270765761,2.47218788640594,0.518134714785482,0,0.259067357659419,0.259740259643286,30.1546391750433,2.31958762884948,31,"Monterrey",-1.01529139099686,"Very low","1320","37716",0,-0.137,-0.137,"c(32617, 32618, 32619, 32620, 32622, 32626, 32686, 32691, 32706, 32716, 32717, 32749, 32770, 32782, 32789, 32797, 32820, 33254, 33259, 33323, 33325)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,3,-100.25622119,25.82192963
"5","0831","1900600010831","19","006","0001","1595",3.59116022097385,24.6531483456433,21.059602648823,1.79028132997784,11.4058355437892,7.95755968177542,16.1803713528545,10.3174603176974,40.4761904760127,14.1333333335822,31,"Monterrey",-0.356026533436778,"Medium","396","24613",0,-0.137,-0.137,"c(32616, 32617, 32618, 32620, 32622, 32626, 32691, 32703, 32705, 32706, 32711, 32712, 32749, 32766, 32771, 32796, 33259, 33283, 33291, 33324, 33325)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,80,-100.26000172,25.80588675
"6","1755","1900600011755","19","006","0001","148",3.03030303023838,12.5,14.8648648647207,2.66666666684445,0,0,0,0,48.7179487180992,2.56410256433505,31,"Monterrey",-0.858497444421377,"Low","1061","34631",0,-0.137,-0.137,"c(32621, 32623, 32624, 32627, 32684, 32688, 32689, 32707, 32739, 32764, 32765, 32767, 32768, 32771, 32772, 32773, 32781, 32782, 32817, 32818, 32819)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1898,2,-100.23806431,25.79988553
"7","1736","1900600011736","19","006","0001","88",0,14.035087719055,27.2727272726788,4.6511627904496,0,0,0,0,11.5384615387077,0,31,"Monterrey",-1.09506885934315,"Very low","1481","39206",0,-0.137,-0.137,"c(32616, 32617, 32618, 32619, 32620, 32622, 32626, 32684, 32686, 32691, 32706, 32707, 32716, 32717, 32739, 32749, 32769, 32770, 32771, 32782, 32820)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1878,3,-100.2475969,25.81339741
"8","2096","1900600012096","19","006","0001","941",2.01342281896377,11.3793103446988,13.4657836645251,2.99251870303308,0,0,0,0,29.3680297399276,2.23048327115736,31,"Monterrey",-1.05765880528848,"Very low","1399","38489",0,-0.137,-0.137,"c(32621, 32623, 32624, 32625, 32677, 32684, 32688, 32689, 32707, 32764, 32765, 32767, 32768, 32771, 32772, 32773, 32781, 32795, 32817, 32818, 32819)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2241,2,-100.23417666,25.79696347
"9","176A","190060001176A","19","006","0001","1540",1.95439739387969,15.5579399139021,10.2970297031815,1.13636363660607,0,0,0.240963855415261,0.241545893761032,27.9518072287036,1.44578313249156,31,"Monterrey",-1.14713107799133,"Very low","1558","40077",0,-0.137,-0.137,"c(32621, 32623, 32624, 32625, 32627, 32677, 32684, 32688, 32689, 32707, 32764, 32765, 32767, 32768, 32771, 32772, 32773, 32781, 32795, 32817, 32819)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,2,-100.23483878,25.79519293
"10","1740","1900600011740","19","006","0001","615",3.77358490580126,23.0769230768821,12.6956521737971,2.38907849834084,0,0,0,0.662251655781022,38.157894736814,1.98675496680971,31,"Monterrey",-0.863231614266961,"Low","1070","34724",0,-0.137,-0.137,"c(32616, 32617, 32618, 32620, 32622, 32626, 32627, 32684, 32691, 32705, 32706, 32717, 32749, 32766, 32767, 32768, 32771, 32782, 32796, 33324, 33325)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-100.25342171,25.80591658
"11","2081","1900600012081","19","006","0001","621",0,8.9473684208842,11.5823817290614,0.711743771981958,0,0,0,0.598802395254293,25.4437869821759,1.77514792923709,31,"Monterrey",-1.28195949928993,"Very low","1731","42004",0,-0.137,-0.137,"c(32616, 32621, 32623, 32624, 32627, 32684, 32689, 32692, 32705, 32721, 32764, 32765, 32766, 32767, 32768, 32771, 32772, 32773, 32788, 32793, 32796)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2226,2,-100.24666159,25.79341908
"12","2236","1900600012236","19","006","0001","159",0,3.92156862736732,17.8571428571429,2.27272727267879,0,0,2.22222222228148,0,4.44444444456297,4.44444444456297,31,"Monterrey",-1.36076198227066,"Very low","1834","42847",0,-0.137,-0.137,"c(32628, 32629, 32633, 32636, 32637, 32640, 32641, 32642, 32647, 32740, 32756, 32757, 32758, 32760, 32761, 32783, 32784, 33431, 33589, 33598, 33599)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2373,5,-100.16233235,25.71215175
"13","190A","190060001190A","19","006","0001","2597",0.837520938179795,12.7167630058112,14.5116646895435,2.90088638177125,0.303490136544663,0,0.151745068272331,0.151745068272331,26.4437689968697,0.455235204816994,31,"Monterrey",-1.11288035223854,"Very low","1511","39514",0,-0.137,-0.137,"c(32628, 32629, 32633, 32636, 32637, 32640, 32641, 32642, 32647, 32740, 32756, 32757, 32758, 32760, 32761, 32783, 32784, 33431, 33589, 33598, 33599)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2054,10,-100.16193143,25.70902483
"14","1524","1900600011524","19","006","0001","4488",4.76878612731253,38.8923076920451,26.4409881061641,2.5131502045818,0.284629980984186,0.094876660150276,0.569259961968371,0.852272727321214,35.8633776093409,3.23193916358936,31,"Monterrey",-0.60896732541398,"Medium","689","29694",0,-0.137,-0.137,"c(32630, 32637, 32641, 32642, 32643, 32644, 32647, 32699, 32700, 32724, 32725, 32742, 32750, 32756, 32757, 32790, 32791, 32792, 32800, 32801, 33416)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1652,117,-100.16840874,25.728293
"15","233A","190060001233A","19","006","0001","2072",2.91262135913527,11.595394736814,10.5506948020183,1.44444444456297,0,0,0,0.187969924727816,36.842105263186,1.50375939835588,31,"Monterrey",-1.06353351854762,"Very low","1407","38596",0,-0.137,-0.137,"c(32628, 32630, 32631, 32634, 32636, 32637, 32640, 32641, 32642, 32643, 32644, 32699, 32700, 32724, 32742, 32750, 32756, 32757, 32758, 32760, 32783)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-100.15351267,25.72483631
"16","1628","1900600011628","19","006","0001","3804",2.62295081967213,19.5573622405439,13.4703813901071,4.30327868852459,0.333333333155548,0,0.668896321061315,0.668151447451216,40.1111111108741,1.77777777771852,31,"Monterrey",-0.808519563878602,"Low","984","33651",0,-0.137,-0.137,"c(32632, 32634, 32635, 32639, 32644, 32671, 32672, 32697, 32709, 32710, 32722, 32723, 32729, 32738, 32747, 32754, 32798, 32799, 32828, 32829, 32831)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765,5,-100.15554853,25.7548843
"17","1149","1900600011149","19","006","0001","2046",1.84757505771085,16.1166538754681,15.8963941087209,2.20440881783728,0.198019801943233,0,0.197238659041169,0.589390962541972,29.5275590552525,2.16535433044828,31,"Monterrey",-1.03284211108584,"Very low","1359","38055",0,-0.137,-0.137,"c(32628, 32629, 32633, 32637, 32640, 32641, 32642, 32647, 32728, 32740, 32756, 32757, 32758, 32761, 32784, 32792, 33431, 33485, 33589, 33598, 33599)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1246,5,-100.16707305,25.70784686
"18","183A","190060001183A","19","006","0001","823",4.05405405411171,14.1700404859638,10.9677419353462,1.030927835222,0,0,0,0.476190476012691,26.0663507110799,0,31,"Monterrey",-1.12952099588467,"Very low","1537","39803",0,-0.137,-0.137,"c(32631, 32632, 32634, 32635, 32642, 32643, 32644, 32699, 32700, 32724, 32725, 32729, 32742, 32750, 32798, 32799, 32828, 32829, 32830, 32831, 32832)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,7,-100.15283718,25.73892966
"19","2043","1900600012043","19","006","0001","2473",1.28865979362748,4.3397396153916,14.3864013267591,2.4287222809208,0,0,0,0.410958904226489,8.91632373104051,0.273597811422535,31,"Monterrey",-1.34373910566516,"Very low","1808","42686",0,-0.137,-0.137,"c(32628, 32629, 32631, 32636, 32637, 32640, 32641, 32642, 32643, 32699, 32700, 32731, 32742, 32756, 32757, 32758, 32759, 32760, 32761, 32783, 32808)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2189,7,-100.15239666,25.71893879
"20","1863","1900600011863","19","006","0001","510",3.29670329662124,13.0293159611535,15.1020408165551,1.29870129874979,0.763358778878382,0,0,3.05343511444682,29.0076335877781,2.29007633610179,31,"Monterrey",-1.03386557106787,"Very low","1360","38076",0,-0.137,-0.137,"c(32628, 32629, 32630, 32633, 32636, 32637, 32640, 32641, 32642, 32643, 32647, 32700, 32728, 32740, 32756, 32757, 32758, 32784, 32790, 32791, 32792)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-100.16606905,25.71830693
"21","1492","1900600011492","19","006","0001","1798",1.030927835222,13.8559708297096,14.9505526467894,2.18642117390534,0.222222222281484,0,0.221729490173547,0.221238937892619,30.8888888891259,0.663716814211212,31,"Monterrey",-1.08809754109198,"Very low","1464","39069",0,-0.137,-0.137,"c(32638, 32645, 32646, 32649, 32696, 32725, 32730, 32755, 32790, 32791, 32792, 32794, 32800, 32801, 33416, 33461, 33467, 33507, 33577, 33586, 33619)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618,47,-100.18342149,25.73161915
"22","1613","1900600011613","19","006","0001","4176",2.87037037011357,20.600162206224,14.007688611476,1.91026210574903,0.198807156845584,0.099403578422792,1.39303482569286,0.398803589332274,44.8310139166813,2.68389662008217,31,"Monterrey",-0.853606771850266,"Low","1057","34546",0,-0.137,-0.137,"c(32632, 32635, 32639, 32671, 32672, 32697, 32708, 32709, 32710, 32722, 32723, 32738, 32746, 32747, 32748, 32798, 32799, 32828, 32829, 32831, 32832)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1749,4,-100.15163444,25.75913045
"23","1878","1900600011878","19","006","0001","5436",1.98675496680971,20.0371632082468,14.3789630732419,2.23021582713093,0,0.074515648092192,0.223546944809933,0.074460163574475,37.7976190474413,1.11607142857143,31,"Monterrey",-0.951453403898385,"Low","1191","36470",0,-0.137,-0.137,"c(32628, 32629, 32631, 32633, 32636, 32637, 32640, 32641, 32642, 32647, 32700, 32740, 32756, 32757, 32758, 32759, 32760, 32761, 32783, 33431, 33598)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,3,-100.15796461,25.71338942
"24","2429","1900600012429","19","006","0001","286",0,14.457831325449,10.1886792453434,1.58730158742011,1.23456790108971,0,0,0,11.25,1.33333333315555,31,"Monterrey",-1.3313788907656,"Very low","1786","42562",0,-0.137,-0.137,"c(32628, 32629, 32630, 32631, 32636, 32637, 32640, 32641, 32642, 32643, 32647, 32699, 32700, 32740, 32742, 32756, 32757, 32758, 32760, 32761, 32783)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2568,2,-100.15822131,25.72050751
"25","2109","1900600012109","19","006","0001","888",0.740740740760495,10.1391650097919,9.59409594073308,1.41643059483286,0,0,0,0,31.3304721029974,2.14592274659799,31,"Monterrey",-1.18625807836316,"Very low","1611","40701",0,-0.137,-0.137,"c(32630, 32631, 32634, 32636, 32637, 32640, 32641, 32642, 32643, 32644, 32647, 32699, 32700, 32724, 32725, 32729, 32742, 32750, 32756, 32757, 32790)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2254,2,-100.15959901,25.72810367
"26","1469","1900600011469","19","006","0001","2056",2.9239766081809,25.8935663226667,14.7410358563761,2.52182347223899,1.55945419124315,0.38986354754411,0.587084148742597,0.584795321849522,37.7210216112199,1.79999999989333,31,"Monterrey",-0.835978472960767,"Low","1028","34196",0,-0.137,-0.137,"c(32630, 32634, 32642, 32643, 32644, 32699, 32700, 32724, 32725, 32729, 32742, 32750, 32754, 32755, 32757, 32790, 32798, 32799, 32800, 32828, 32829)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1592,16,-100.16274238,25.73798703
"27","0475","1900600010475","19","006","0001","5672",3.95480225981167,40.9400876765358,26.670220326759,2.04000000002133,0.618238021411634,0.077279752476446,4.09899458644683,1.77743431229181,35.2668213458116,3.40557275542952,31,"Monterrey",-0.60465967363086,"Medium","684","29619",0,-0.137,-0.137,"c(32638, 32645, 32646, 32649, 32652, 32654, 32696, 32730, 32794, 32801, 32802, 32803, 33420, 33441, 33461, 33467, 33507, 33577, 33586, 33590, 33591)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,56,-100.19103536,25.73503566
"28","0460","1900600010460","19","006","0001","5979",3.11688311678614,33.23673651375,25.3805370272808,3.07560871426547,0.744047618869834,0.222386953093937,2.08643815191495,0.815418828900031,31.1572700294346,2.29970326394144,31,"Monterrey",-0.719414591226722,"Low","829","31875",0,-0.137,-0.137,"c(32638, 32645, 32646, 32649, 32652, 32654, 32730, 32794, 32802, 32803, 33420, 33434, 33441, 33461, 33467, 33507, 33577, 33586, 33590, 33591, 33619)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,44,-100.19553106,25.73315571
"29","1543","1900600011543","19","006","0001","3158",1.22282608716523,12.130637635871,11.6698903931138,1.55743024026615,0,0,0.373599003793776,0.124533001264592,33.1257783310479,1.12079701138133,31,"Monterrey",-1.12662496743113,"Very low","1531","39757",0,-0.137,-0.137,"c(32628, 32629, 32630, 32633, 32637, 32640, 32641, 32642, 32647, 32728, 32740, 32756, 32757, 32784, 32790, 32791, 32792, 33416, 33507, 33599, 33605)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1673,17,-100.17120772,25.71772032
"30","1488","1900600011488","19","006","0001","3227",2.10084033616583,22.3214285714286,20.2250703345425,1.85614849174446,0.134770889226224,0.134589502231324,1.49253731343284,0.403768506160615,28.3400809713943,1.21293800516944,31,"Monterrey",-0.976132132705453,"Very low","1238","36939",0,-0.137,-0.137,"c(32638, 32645, 32646, 32649, 32652, 32654, 32673, 32674, 32695, 32696, 32730, 32752, 32794, 32801, 32802, 32803, 33420, 33461, 33577, 33586, 33590)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1613,60,-100.19367749,25.73979262
"31","009A","190060001009A","19","006","0001","787",3.1914893618383,26.548672566315,15.1846785224835,2.81124497966692,0.515463917344322,0.512820513080353,2.0512820512547,0,16.4102564100376,3.09278350513265,31,"Monterrey",-0.981331557744852,"Very low","1251","37057",0,0.43,0.43,"c(32648, 32650, 32651, 32653, 32655, 32656, 32658, 32663, 32664, 32665, 32666, 32667, 32668, 32669, 32685, 32698, 32732, 32733, 32734, 32735, 32785)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,322,-100.18804396,25.77831688
"32","0085","1900600010085","19","006","0001","934",2.91262135913527,27.1587743730154,14.027149321378,2.95202952038967,1.54440154437271,0.387596899204134,1.93798449602067,0,18.5328185330059,3.4883720928372,31,"Monterrey",-0.959487555023591,"Low","1203","36624",0,0.43,0.43,"c(32648, 32650, 32651, 32653, 32655, 32656, 32658, 32663, 32664, 32665, 32666, 32667, 32668, 32669, 32685, 32698, 32732, 32733, 32734, 32735, 32785)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,307,-100.18879508,25.78049151
"33","1473","1900600011473","19","006","0001","3103",1.56521739144348,20.7244383308496,17.3207914368484,2.1949644930448,0.661375661336154,0,0.794701986617213,0.664893616782968,29.5904887713191,0.794701986617213,31,"Monterrey",-0.998689178335591,"Very low","1289","37395",0,-0.137,-0.137,"c(32638, 32645, 32646, 32649, 32652, 32654, 32673, 32674, 32695, 32696, 32730, 32752, 32794, 32801, 32802, 32803, 33420, 33461, 33577, 33586, 33590)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1597,22,-100.19290204,25.74244587
"34","0278","1900600010278","19","006","0001","229",0,11.25,19.2982456141006,2.08333333315555,0,0,0,0,6.06060606047676,0,31,"Monterrey",-1.3381673659593,"Very low","1799","42636",0,-0.137,-0.137,"c(32645, 32646, 32649, 32652, 32654, 32673, 32695, 32730, 32794, 32802, 32803, 33420, 33434, 33441, 33461, 33577, 33586, 33590, 33591, 34547, 34553)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,182,-100.19904526,25.73546735
"35","0102","1900600010102","19","006","0001","1219",0.689655172616101,30.2742616031482,19.0235690235187,0.990099009716164,0.305810397321907,0,1.2269938652041,0.304878048988627,17.6829268290732,0.920245398769734,31,"Monterrey",-1.09356990799408,"Very low","1478","39177",0,0.43,0.43,"c(32648, 32650, 32651, 32653, 32655, 32656, 32657, 32658, 32663, 32664, 32665, 32666, 32667, 32668, 32669, 32685, 32698, 32732, 32734, 32735, 32785)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,199,-100.18384028,25.77854748
"36","0070","1900600010070","19","006","0001","1883",2.43902439030895,32.2214336406597,19.243604004606,1.79910044976952,2.81124497966692,0,3.42741935506238,0.80482897381301,26.506024096212,2.81690140834554,31,"Monterrey",-0.865957175661539,"Low","1076","34797",0,0.43,0.43,"c(32648, 32650, 32651, 32653, 32656, 32658, 32659, 32663, 32664, 32665, 32666, 32667, 32668, 32669, 32685, 32698, 32732, 32733, 32734, 32735, 32785)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,235,-100.19277359,25.78171085
"37","1806","1900600011806","19","006","0001","120",0,7.46268656716418,12.5,0,0,0,0,0,10,0,31,"Monterrey",-1.47868029020963,"Very low","1951","43498",0,-0.137,-0.137,"c(32651, 32658, 32659, 32660, 32663, 32665, 32667, 32668, 32669, 32698, 32734, 32735, 32795, 32819, 32821, 32822, 32823, 32824, 32825, 32826, 32827)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,4,-100.20388681,25.79722562
"38","0507","1900600010507","19","006","0001","1267",0.909090909284857,10.3879849814815,18.165938864368,3.9920159678286,0,0,0,1.37931034469885,9.3103448273839,0.347222222281484,31,"Monterrey",-1.18747632324919,"Very low","1614","40713",0,-0.137,-0.137,"c(32650, 32651, 32658, 32659, 32660, 32663, 32664, 32665, 32666, 32667, 32668, 32669, 32734, 32735, 32821, 32822, 32823, 32824, 32825, 32826, 32827)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547,18,-100.19758689,25.80300449
"39","1825","1900600011825","19","006","0001","1887",2.00668896318395,6.638655462028,11.1592632718919,1.27551020400544,0,0,0.179533213903063,0.892857142857143,21.7857142857143,1.42857142857143,31,"Monterrey",-1.25203837986373,"Very low","1695","41598",0,-0.137,-0.137,"c(32661, 32662, 32670, 32673, 32674, 32683, 32687, 32695, 32698, 32702, 32714, 32715, 32727, 32733, 32741, 32743, 32745, 32751, 32786, 32787, 34624)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,2,-100.21778449,25.75999459
"40","0935","1900600010935","19","006","0001","1217",5.15463917504329,17.3333333331555,14.8523206749817,1.10236220476641,0,0,0,2.464788732169,24.2957746476469,0,31,"Monterrey",-1.03151334625034,"Very low","1355","38026",0,0.43,0.43,"c(32650, 32651, 32656, 32658, 32659, 32660, 32663, 32664, 32665, 32666, 32667, 32668, 32669, 32685, 32698, 32732, 32733, 32734, 32735, 32743, 32785)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016,5,-100.19795837,25.78359132
"41","1810","1900600011810","19","006","0001","1235",1.1560693639707,9.24574209222124,9.23957481598953,3.07377049180328,0,0,0,0.290697674269761,13.9896373056083,1.55038759681653,31,"Monterrey",-1.25601723938404,"Very low","1697","41643",0,0.43,0.43,"c(32648, 32650, 32651, 32653, 32655, 32656, 32658, 32659, 32660, 32663, 32664, 32665, 32666, 32667, 32668, 32669, 32685, 32708, 32734, 32735, 32785)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1956,4,-100.18197268,25.79240672
"42","0526","1900600010526","19","006","0001","479",1.35135135119279,20.6303724927435,19.5175438595275,3.07692307688205,0,0,0,0,25.6637168142112,0.892857142857143,31,"Monterrey",-0.998983369644796,"Very low","1290","37400",0,0.43,0.43,"c(32648, 32650, 32651, 32653, 32655, 32656, 32657, 32658, 32663, 32664, 32665, 32666, 32667, 32668, 32669, 32685, 32708, 32732, 32734, 32735, 32785)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,31,-100.1802068,25.78382135
"43","0066","1900600010066","19","006","0001","1028",3.30578512370247,36.5885416668445,18.9300411519978,2.66272189358896,0.78125,0,5.44747081728457,0.778210116831133,29.9610894942651,1.953125,31,"Monterrey",-0.744925032042337,"Low","874","32380",0,0.43,0.43,"c(32648, 32650, 32651, 32653, 32656, 32658, 32659, 32660, 32663, 32664, 32665, 32666, 32667, 32668, 32669, 32685, 32698, 32732, 32734, 32735, 32785)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,167,-100.18703852,25.78571199
"44","0511","1900600010511","19","006","0001","829",3.90625,26.9379844960207,26.2272089763149,1.32450331102869,2.73224043733626,0.546448087253909,6.55737704918033,1.63934426229508,18.5792349724998,4.37158469963134,31,"Monterrey",-0.867947929478595,"Low","1078","34833",0,0.43,0.43,"c(32650, 32651, 32656, 32658, 32659, 32660, 32663, 32664, 32665, 32666, 32667, 32668, 32669, 32685, 32698, 32734, 32735, 32785, 32823, 32824, 32827)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,22,-100.19412695,25.79324589
"45","0776","1900600010776","19","006","0001","5102",3.65853658519674,46.0215680559294,25.6661991582205,4.56589415439327,1.46198830409045,0.097465887152706,11.4919354838366,1.9474196689532,52.0934761439647,4.47470817124566,31,"Monterrey",-0.257248885912657,"Medium","299","22685",0,-0.137,-0.137,"c(32632, 32635, 32639, 32644, 32655, 32657, 32671, 32672, 32697, 32709, 32710, 32722, 32723, 32729, 32753, 32754, 32755, 32798, 32799, 32828, 32829)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,22,-100.16514761,25.75663631
"46","0761","1900600010761","19","006","0001","5636",4.30939226538196,42.8242517268838,24.724380987052,4.19695968278581,1.93602693616342,0,17.6315789472561,1.51387720755727,47.6030277544343,7.40117745988,31,"Monterrey",-0.272489730204001,"Medium","314","22999",0,-0.137,-0.137,"c(32632, 32635, 32639, 32648, 32653, 32655, 32657, 32671, 32672, 32697, 32708, 32709, 32710, 32722, 32723, 32729, 32753, 32754, 32755, 32798, 32799)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826,108,-100.16794766,25.7595781
"47","1098","1900600011098","19","006","0001","5427",2.38777459430705,17.6407792903638,18.609907703959,1.68374816996936,0.161420500596403,0,1.13452188012534,2.71348762985561,32.7476038340942,1.04417670697725,31,"Monterrey",-0.960204249289382,"Very low","1207","36639",0,-0.137,-0.137,"c(32675, 32676, 32681, 32683, 32690, 32693, 32701, 32702, 32718, 32719, 32736, 32737, 32744, 32745, 32762, 32763, 32775, 32776, 32777, 32787, 34632)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190,5,-100.24476316,25.76728828
"48","1312","1900600011312","19","006","0001","3111",2.49042145610627,15.2771518702875,17.1559034571077,1.28205128190085,0.385604113299751,0.128700128608834,0,1.02827763493265,22.5225225225466,1.030927835222,31,"Monterrey",-1.12089861948115,"Very low","1523","39643",0,-0.137,-0.137,"c(32675, 32676, 32678, 32680, 32681, 32690, 32692, 32693, 32694, 32701, 32718, 32720, 32736, 32737, 32744, 32776, 32777, 32778, 32779, 32780, 32788)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426,20,-100.25344901,25.77575012
"49","1789","1900600011789","19","006","0001","1165",1.30718954245577,5.44217687084989,7.90909090928486,1.8306636157608,0,0,0,4.91329479767553,13.8728323697819,0.578034681985352,31,"Monterrey",-1.29565636523055,"Very low","1750","42178",0,-0.137,-0.137,"c(32623, 32624, 32625, 32677, 32679, 32683, 32687, 32688, 32689, 32718, 32719, 32721, 32727, 32745, 32764, 32765, 32772, 32774, 32775, 32781, 32795)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,4,-100.23425293,25.78577889
"50","1295","1900600011295","19","006","0001","2782",0.956937799050718,21.2801796745373,22.9182019157534,1.69133192413926,0.303951367565543,0,2.73556231022331,0.455927051614993,34.5978755692917,2.13089802146079,31,"Monterrey",-0.937099382783929,"Low","1167","36200",0,-0.137,-0.137,"c(32676, 32678, 32682, 32694, 32703, 32704, 32712, 32713, 32726, 32776, 32777, 32778, 32779, 32780, 33326, 33327, 33328, 33329, 33340, 33356, 34625)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1407,18,-100.26512899,25.77933507
"51","137A","190060001137A","19","006","0001","3258",3.32594235046978,38.3907125701632,24.4533415458391,2.49798549582897,1.97889182036657,0,4.4736842104421,0.658761528196745,28.4584980239663,5.03311258297573,31,"Monterrey",-0.686804141829617,"Low","788","31233",0,-0.137,-0.137,"c(32676, 32680, 32681, 32682, 32690, 32737, 32762, 32776, 32777, 32778, 32779, 33356, 34586, 34596, 34597, 34598, 34599, 34600, 34601, 34625, 34632)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1499,7,-100.26051168,25.76565865
"52","1064","1900600011064","19","006","0001","4596",1.15979381469142,13.725490196319,22.512010981225,1.60729800194336,0.096432015523244,0,0.386100386359857,1.15942028983961,31.2439729991298,0.772200772186357,31,"Monterrey",-1.04627399390578,"Very low","1380","38284",0,-0.137,-0.137,"c(32675, 32676, 32680, 32681, 32682, 32690, 32693, 32701, 32736, 32737, 32762, 32763, 32776, 32777, 32778, 32779, 34596, 34597, 34598, 34600, 34632)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155,91,-100.25570454,25.76653482
